ID,TNNI2,CCDC88B,CYBA,ASB2,LTB,S1PR4,PSTPIP1,CD6,CD27,WNT10A,NAPSB,CD79A,ADAMTS8,CPNE7,TPSAB1
TCGA.3C.AAAU,1.13893555300461,4.43762430085887,18.3546063203639,0.525695590666039,7.58664634262579,0.999785554250165,1.0756670202697,2.09938434437073,4.7195550702708,0.722349512513164,11.4867151906111,9.59297454403632,0.544916324718842,18.3151150118833,1.75231863555108
TCGA.3C.AALI,2.73285012096736,10.7419319832587,62.7979449970362,1.4667380113536,34.7875744809645,10.6620570825277,8.31148965051925,20.742339433329,21.4029935193538,1.14701117500387,34.3788431880804,36.3961815513,0.269194142568091,15.9500115935875,7.30493048790311
TCGA.3C.AALJ,1.64949192447295,9.26544818672527,261.173239899982,0.73774399069032,33.6215168844163,7.06106123396454,6.02506336678035,12.4814693289126,17.0880344260668,1.26411092238514,20.8143198559786,22.2648485813133,0.295945765356937,4.09883590416982,4.81992740584708
TCGA.3C.AALK,4.75365750221059,6.80916064258261,70.0352052357173,1.25717126891186,31.1768839347709,4.65892882010212,4.13756256895418,5.01706735643848,19.2436889703459,2.66536607760739,30.3231795370608,43.942099104029,1.61512279236928,15.0650926675687,78.8320336856454
TCGA.4H.AAAK,2.20572722355681,5.62077496595485,76.2412685978316,1.24097811335045,13.7250094374333,1.87936589281663,4.23638808424789,4.76540331332859,10.6810277482822,1.49542188892337,40.1812921627022,10.7319380493072,0.691413850463487,27.8371499504519,104.612277801199
TCGA.5L.AAT0,4.92016633885855,12.5246610948436,95.2130305381456,2.61955903710277,51.0512612935434,9.66185837467398,7.05367732171633,13.3849995434682,25.8252203218833,2.62124313132925,51.7628219333136,31.5946042643893,1.03576952933633,69.0254138963256,116.542209849629
TCGA.5L.AAT1,2.57240256830163,13.7857856822716,107.261318610766,4.24360462114395,72.6254558389803,12.2369749958044,12.5245690894327,17.1373976298441,37.6098890468313,3.13419802029804,109.926040260811,39.9611033144558,0.291493259133135,39.6507658617625,90.2977056367787
TCGA.5T.A9QA,0.613008701415251,4.03384399911342,137.877775907262,0.241270818924166,3.24075935635106,0.930073698825931,1.45976012686792,0.909155626376306,1.64642833493984,0.0647983015761035,4.79128454652939,0.588401343919068,0.1222041813937,16.3570216608959,1.97403397301416
TCGA.A1.A0SB,17.0673174890947,1.66993594290303,34.3380445014472,0.11501518138496,0.701330356848689,0.447895658278703,0.537492611308767,1.01463543699356,1.17462312903719,0.0970819819429449,5.49189983596885,1.10194185757957,0.476030111767887,4.78173352531111,1.97168882374394
TCGA.A1.A0SD,2.02656828735085,1.96274478277288,20.8833036848926,0.783123888184444,9.42809736392005,2.67316327216637,2.46785683653245,3.55415742472057,7.55353537538667,1.12005995730852,7.68810918949032,8.58674762295108,1.53750610813009,1.76768121742127,14.2951185938294
TCGA.A1.A0SE,1.75577873244402,4.15965761164426,32.7055698163486,0.740872314891058,9.8156373212452,2.83451148814837,1.55414575974324,3.13359891495129,10.9181183247169,0.902376719687749,7.93630324179215,10.5476432518133,1.47731337933433,3.86862460324928,54.2006588262864
TCGA.A1.A0SF,2.62532013952975,4.68138527419194,81.8956410251574,1.5842021914489,18.9556480707417,9.82729715562776,4.74246052354309,8.95554689913241,40.9999824112867,1.23754635074469,24.8960603880286,49.802763503564,2.00291826242224,19.948857395639,76.6205482976955
TCGA.A1.A0SG,1.11996773264085,6.25466555382088,87.6328583448201,0.594022101331055,27.4914202466906,5.65463346460611,2.90363533865549,3.64907836669578,15.166521736136,0.396943256459118,29.2947505221102,90.5379793567447,6.77681636718243,5.82328752880033,88.2547121979711
TCGA.A1.A0SH,1.46413465139346,4.06934882079276,48.4177160803689,0.628648290793685,3.81857763086786,1.23765132250481,2.62377648315996,4.97220913989337,6.68507267533569,0.673235889379856,16.2969272837127,7.74705498480597,1.47106201852293,1.14344689113124,103.726967981548
TCGA.A1.A0SI,1.76803771260854,8.01604579976228,73.6499641047908,1.55277338071444,13.6333840019588,6.13146411873671,5.1379144271453,9.06818264364606,26.066035985311,1.59706898712131,23.1578108372068,32.282809448163,0.435769845512798,3.2712846025906,75.1082235265776
TCGA.A1.A0SJ,0.697767088473717,1.90309252002333,106.264502575578,0.659113006906336,8.16464770651061,4.94550810579432,1.77424617102827,2.88916330409496,11.9940718935638,1.15062038293816,11.3937531609142,20.9466615912736,0.784529018732171,1.75865693145291,30.3591445605166
TCGA.A1.A0SK,1.6386675872538,1.37234908919299,25.4063918885718,3.45727917270035,7.96602641543089,0.367423393859661,1.24522649936876,1.37506879270463,2.47158681282286,2.16818569206768,2.13907568327037,3.94578011684068,0.932701401489152,7.26128920318756,0.0404360137158731
TCGA.A1.A0SM,1.93820145943194,4.92440084819954,55.7939465323684,0.377088823127592,15.4979567266965,1.10275975463872,2.36150522210571,3.03588126381145,2.5563468273664,0.0960366894006164,17.7955233213997,3.66265914514085,0.0724468680599198,8.47144426434402,22.5819858447872
TCGA.A1.A0SN,1.54491062726685,6.11573205432613,64.1549242193794,1.57872700432854,20.6036125155665,7.23285561940042,6.41999574883251,18.4834787711417,17.9251706924601,1.88127733499571,37.290060428463,3.06959248463919,0.221745739381103,13.4473319173814,45.0622637930415
TCGA.A1.A0SO,0.812229198676301,0.731393008190627,19.128187157055,0.430116187037022,3.70235410718616,1.16191729839782,0.852343771158996,2.67474882049268,3.19953018716765,0.240399529143471,7.37331628566613,8.9656845589905,0.0518141052677241,23.527785638539,0.619987296627597
TCGA.A1.A0SP,2.80974999261674,3.87312942015594,165.768705883499,0.987061523378923,61.3521432873252,10.6298933287056,4.237206808078,5.71726975022483,18.6701637081999,46.8593861539248,22.4060388623341,35.5355282968096,0.168038331417863,16.1628086062792,7.35726413261377
TCGA.A1.A0SQ,1.34891749434309,2.09257709964576,85.9640344566105,0.740060863406323,4.01462842543488,1.70551233676079,1.61516533460298,2.50413343509864,3.50792956901267,0.522821936225343,3.30267597483191,4.47774393793414,0.824653272512746,1.8887893655276,20.9683911299137
TCGA.A2.A04N,1.55810974463194,4.80608872436089,33.0612910217025,0.585373174892677,12.721856100632,1.60414764273888,2.78274982872261,3.01823832372134,10.1132557024331,0.638214598654109,21.0917749700734,23.8822908080435,1.86366874164519,13.7355280408252,138.25956892711
TCGA.A2.A04P,21.6968892997831,6.43814873095865,297.209250655635,2.70096017632282,70.2029434537592,5.68246688409215,4.65220948249524,6.90912619953151,26.0151088456864,2.19791580009394,21.8363895345225,120.182994743899,0.288353774809676,1.68483677366923,3.77379665354302
TCGA.A2.A04Q,12.3432911054265,17.3186155670562,135.836479546125,5.20111208224745,140.413084487374,18.9979645124139,22.943176689635,33.8505147120394,82.5772135196347,3.56030718694041,76.7524231417465,457.007116254637,0.675370755111873,6.92216376607905,8.59804436358305
TCGA.A2.A04R,0.6828625166619,1.71167264319738,13.5358118696168,0.293197318662621,0.914546424598514,0.888049570951104,0.578782531467046,0.756466798000854,1.83404280184673,0.151582670023434,6.98345488189009,2.06467093860523,0.375717810958942,24.2892046429027,58.1019353150549
TCGA.A2.A04T,4.73175197556364,5.15912430819741,91.6941932827415,2.98476837580336,27.9180787570872,4.14035319098093,8.00695671511946,10.9057824429382,20.8896430006217,4.63121774053098,12.9054214891144,28.3022066490487,0.139745433833456,9.41467005057592,1.00328348766283
TCGA.A2.A04U,0.897257139946827,1.34012370572153,65.4162196576819,0.558613780499541,1.45466717815671,0.700119393332946,1.3037138210684,6.19194772843861,3.78693421264283,32.7214847372776,7.45234136484777,10.0119091776706,0.107321714063922,13.950935522824,1.6694204934527
TCGA.A2.A04V,1.95006477835105,2.57789956487808,55.15337367099,0.254177235919811,437.850703449862,2.354877332785,3.20448840271694,2.28926645040357,2.72564525326688,0.485883248029465,9.71955636465684,2.10575857302915,0.233248959780789,6.650519711496,919.07498188346
TCGA.A2.A04W,1.56230323945456,3.66583987900015,119.105990444898,0.626078557438202,4.62523181848803,2.57354407025132,1.61424014810382,1.81581696418034,5.83451932252972,1.25509300495057,18.2429156684966,7.42296732776065,0.373736923522031,2.25536173251511,33.0181905888287
TCGA.A2.A04X,2.17371510024652,6.70124798343089,59.9024598270062,1.55962242473238,54.6357868272173,8.22025402013261,7.03715042134809,11.5310476391433,48.9881871619313,2.17679990602546,48.642289492743,106.326995915377,0.2189473440745,13.5849311458139,54.3207075490581
TCGA.A2.A04Y,4.90206295088691,6.89127793552392,137.722609225735,0.964688380313972,12.8297555631248,3.12849116343493,4.78143748363125,6.89933683698324,11.3548362804962,0.849230099264573,14.8488279341836,10.48886368145,0.423467815529655,4.55988470865648,30.2074139290313
TCGA.A2.A0CK,3.78737935935211,5.78597287234486,78.3120512508209,1.79154150082622,21.1311220228601,7.63856581471406,5.98496509917109,7.93890619051079,14.1868975410572,2.1577985647951,21.9795047739836,11.8302804955566,1.28993181821142,41.4051175331627,23.8412830494552
TCGA.A2.A0CL,2.57925505409191,21.6463646123025,161.672684049816,4.93075389376292,118.608125853423,31.3464667080548,18.2623836879679,44.1415472092635,70.0751629718531,3.46643643162636,115.509386562596,216.094880051898,3.21728687821705,3.98940738844245,22.7640866039431
TCGA.A2.A0CM,3.09457220550161,6.93297838550198,137.518797303085,2.25879210904728,46.5166618694055,5.28206653044387,9.04902642139299,12.0968011740029,29.1494436000027,1.57014167707071,46.7279595046672,34.1961552824669,0.148057799086935,2.71886799137824,1.27333868892585
TCGA.A2.A0CO,4.39605650478468,13.9797278679753,104.121309692542,2.9145423640716,124.085454447512,28.2906780435477,10.8336435950208,27.4606831402288,41.2748807984472,3.81316445285992,57.8586122781471,117.186709345081,8.38212847043448,12.9892202997198,47.2803539060464
TCGA.A2.A0CP,1.58080278632032,4.40729815518915,70.2106235089184,0.791865099442407,7.65142876544387,2.05580362355392,2.34794736737398,2.96650369580028,9.86630217519164,1.00259590550978,25.9020521301068,18.0564209501961,4.0589432822215,6.43468332774391,172.249513059713
TCGA.A2.A0CQ,3.14601785543498,9.46809451511737,58.2874028509755,1.455592894592,7.53213849216053,0.740672845978944,2.62710409624084,3.2309764698343,2.12281190142317,0.309616383112492,6.74239749984456,0.429530645781689,0.557959039781852,13.6711118478008,15.2546135353303
